condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
pdstl,0.0011,0.051932,-1.473959,0.024134,1,1,1,1
pdstl,0.1012,0.055054,-1.474285,0.023608,1,1,1,1
pdstl,0.2013,0.060782,-1.474406,0.023336,1,1,1,1
pdstl,0.3014,0.057218,-1.473564,0.023295,1,1,1,1
pdstl,0.4015,0.057225,-1.474021,0.023596,1,1,1,1
pdstl,0.5016,0.059744,-1.47381,0.023148,1,1,1,1
pdstl,0.6017,0.054223,-1.473817,0.02382,1,1,1,1
pdstl,0.7018,0.059953,-1.473865,0.0236,1,1,1,1
pdstl,0.802,0.05591,-1.473194,0.024018,1,1,1,1
pdstl,0.9021,0.053318,-1.473374,0.024492,1,1,1,1
pdstl,1.0022,0.056829,-1.47345,0.023692,1,1,1,1
pdstl,1.1023,0.055087,-1.473308,0.024024,1,1,1,1
pdstl,1.2023,0.050971,-1.47237,0.025274,1,1,1,1
pdstl,1.3024,0.055163,-1.474963,0.024347,1,1,1,1
pdstl,1.4025,0.057751,-1.475298,0.02506,1,1,1,1
pdstl,1.5026,0.054014,-1.475929,0.029252,1,1,1,1
pdstl,1.6028,0.038178,-1.476119,0.029515,1,1,1,1
pdstl,1.7029,0.029843,-1.480081,0.031465,1,1,1,1
pdstl,1.803,0.031792,-1.484926,0.035955,1,1,1,1
pdstl,1.9031,0.025395,-1.492492,0.041219,1,1,1,1
pdstl,2.0032,0.014887,-1.500549,0.048339,1,1,1,1
pdstl,2.1033,0.010425,-1.504967,0.057189,1,1,1,1
pdstl,2.2034,0.002096,-1.505443,0.065956,1,1,1,1
pdstl,2.3036,-0.000806,-1.501964,0.074055,1,1,1,1
pdstl,2.4037,0.004034,-1.497556,0.080775,1,1,1,1
pdstl,2.5038,0.001975,-1.494529,0.085579,1,1,1,1
pdstl,2.6039,0.008654,-1.494093,0.089489,1,1,1,1
pdstl,2.7041,0.011847,-1.495333,0.093984,1,1,1,1
pdstl,2.8042,0.020691,-1.498361,0.100156,1,1,1,1
pdstl,2.9042,0.024251,-1.50107,0.107562,1,1,1,1
pdstl,3.0043,0.023792,-1.503356,0.116662,1,1,1,1
pdstl,3.1044,0.010568,-1.502575,0.122047,1,1,1,1
pdstl,3.2044,0.008154,-1.501827,0.128866,1,1,1,1
pdstl,3.3045,0.015255,-1.494699,0.138281,1,1,1,1
pdstl,3.4045,0.023701,-1.488846,0.145959,1,1,1,1
pdstl,3.5046,0.022405,-1.483179,0.15239,1,1,1,1
pdstl,3.6047,0.022157,-1.475668,0.157373,1,1,1,1
pdstl,3.7047,0.010608,-1.46805,0.159341,1,1,1,1
pdstl,3.8048,-0.026145,-1.458982,0.161219,1,1,1,1
pdstl,3.9049,-0.103192,-1.441516,0.154668,1,1,1,1
pdstl,4.005,-0.155227,-1.428135,0.15378,1,1,1,1
pdstl,4.1051,-0.192754,-1.418143,0.155785,1,1,1,1
pdstl,4.2051,-0.223493,-1.410862,0.158573,1,1,1,1
pdstl,4.3052,-0.25023,-1.415533,0.180689,1,1,1,1
pdstl,4.4053,-0.252257,-1.408165,0.19385,1,1,1,1
pdstl,4.5054,-0.270343,-1.388645,0.202016,1,1,1,1
pdstl,4.6055,-0.305606,-1.354414,0.203492,1,1,1,1
pdstl,4.7056,-0.353359,-1.311105,0.202888,1,1,1,1
