condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
pdstl,0.0012,0.000466,-1.545005,0.026356,1,1,1,1
pdstl,0.1013,0.001366,-1.544519,0.026787,1,1,1,1
pdstl,0.2014,-0.004337,-1.542832,0.026821,1,1,1,1
pdstl,0.3015,0.002495,-1.541666,0.024924,1,1,1,1
pdstl,0.4016,0.004601,-1.540383,0.019523,1,1,1,1
pdstl,0.5018,-0.001755,-1.544829,0.02629,1,1,1,1
pdstl,0.6019,-0.009918,-1.548213,0.028537,1,1,1,1
pdstl,0.702,-0.001739,-1.547399,0.029089,1,1,1,1
pdstl,0.8021,-0.000863,-1.546013,0.027956,1,1,1,1
pdstl,0.9023,0.002819,-1.545586,0.027972,1,1,1,1
pdstl,1.0024,0.002469,-1.546005,0.027386,1,1,1,1
pdstl,1.1026,-0.003529,-1.544376,0.027366,1,1,1,1
pdstl,1.2027,8.5e-05,-1.542998,0.026949,1,1,1,1
pdstl,1.3028,-0.002923,-1.543569,0.023725,1,1,1,1
pdstl,1.4029,-0.008784,-1.546165,0.021071,1,1,1,1
pdstl,1.503,-0.013587,-1.553373,0.023632,1,1,1,1
pdstl,1.6031,-0.011283,-1.556362,0.020373,1,1,1,1
pdstl,1.7032,0.002518,-1.540421,0.029029,1,1,1,1
pdstl,1.8035,-0.000557,-1.535582,0.028353,1,1,1,1
pdstl,1.9036,0.000563,-1.530912,0.029121,1,1,1,1
pdstl,2.0037,-0.009115,-1.528003,0.033008,1,1,1,1
pdstl,2.1038,-0.010719,-1.529297,0.040393,1,1,1,1
pdstl,2.2039,-0.012833,-1.530716,0.048863,1,1,1,1
pdstl,2.3039,-0.007861,-1.530232,0.060764,1,1,1,1
pdstl,2.404,0.005741,-1.52668,0.071855,1,1,1,1
pdstl,2.5042,0.023378,-1.521044,0.080599,1,1,1,1
pdstl,2.6043,0.034463,-1.513245,0.084038,1,1,1,1
pdstl,2.7044,0.05044,-1.505841,0.085923,1,1,1,1
