condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
pdstl_wind,0.0006,0.016173,-1.502548,0.223076,1,1,1,1
pdstl_wind,0.1012,0.016046,-1.499522,0.222227,1,1,1,1
pdstl_wind,0.2013,0.021502,-1.496429,0.223046,1,1,1,1
pdstl_wind,0.3015,0.013998,-1.495253,0.225937,1,1,1,1
pdstl_wind,0.4017,0.030288,-1.495139,0.228976,1,1,1,1
pdstl_wind,0.5019,0.032421,-1.494543,0.232479,1,1,1,1
pdstl_wind,0.6021,0.026849,-1.487591,0.23365,1,1,1,1
pdstl_wind,0.7023,0.003025,-1.470906,0.232237,1,1,1,1
pdstl_wind,0.8024,-0.028603,-1.441324,0.228375,1,1,1,1
pdstl_wind,0.9028,-0.057679,-1.396949,0.223219,1,1,1,1
pdstl_wind,1.0029,-0.098333,-1.355037,0.220219,1,1,1,1
pdstl_wind,1.1031,-0.130343,-1.321933,0.219236,1,1,1,1
pdstl_wind,1.2033,-0.173817,-1.295476,0.229459,1,1,1,1
pdstl_wind,1.3038,-0.199377,-1.277208,0.242378,1,1,1,1
pdstl_wind,1.4039,-0.190886,-1.263446,0.245316,1,1,1,1
pdstl_wind,1.504,-0.204026,-1.237894,0.247232,1,1,1,1
pdstl_wind,1.6041,-0.222789,-1.198724,0.247889,1,1,1,1
pdstl_wind,1.7042,-0.253884,-1.154398,0.245292,1,1,1,1
pdstl_wind,1.8043,-0.288624,-1.105795,0.239632,1,1,1,1
pdstl_wind,1.9044,-0.325701,-1.059608,0.233209,1,1,1,1
pdstl_wind,2.0045,-0.361204,-1.015446,0.228895,1,1,1,1
pdstl_wind,2.1048,-0.390727,-0.971976,0.226272,1,1,1,1
pdstl_wind,2.205,-0.402101,-0.926937,0.224923,1,1,1,1
pdstl_wind,2.3052,-0.414084,-0.883849,0.224639,1,1,1,1
pdstl_wind,2.4055,-0.411921,-0.844035,0.226,1,1,1,1
pdstl_wind,2.5057,-0.399615,-0.814523,0.229749,1,1,1,1
pdstl_wind,2.6058,-0.383204,-0.783849,0.234686,1,1,1,1
pdstl_wind,2.706,-0.371761,-0.748777,0.237971,1,1,1,1
pdstl_wind,2.8062,-0.344136,-0.696691,0.240356,1,1,1,1
pdstl_wind,2.9064,-0.332195,-0.649065,0.240011,1,1,1,1
pdstl_wind,3.0068,-0.318016,-0.604261,0.241007,1,1,1,1
pdstl_wind,3.1069,-0.305668,-0.56513,0.235839,1,1,1,1
pdstl_wind,3.207,-0.286875,-0.541785,0.239025,1,1,1,1
pdstl_wind,3.307,-0.259795,-0.520669,0.248997,1,1,1,1
pdstl_wind,3.4074,-0.223349,-0.501398,0.263408,1,1,1,1
pdstl_wind,3.5075,-0.182842,-0.482457,0.277919,1,1,1,1
pdstl_wind,3.6076,-0.115635,-0.472309,0.294164,1,1,1,1
pdstl_wind,3.7077,-0.053954,-0.459475,0.302902,1,1,1,1
pdstl_wind,3.8078,0.001795,-0.439132,0.303804,1,1,1,1
pdstl_wind,3.9079,0.057789,-0.404666,0.298905,1,1,1,1
pdstl_wind,4.008,0.10376,-0.360011,0.2905,1,1,1,1
pdstl_wind,4.1082,0.134308,-0.307377,0.280719,1,1,1,1
pdstl_wind,4.2084,0.154786,-0.258106,0.274641,1,1,1,1
pdstl_wind,4.3086,0.157766,-0.228856,0.268937,1,1,1,1
pdstl_wind,4.4087,0.14904,-0.209859,0.259501,1,1,1,1
pdstl_wind,4.5089,0.132678,-0.216267,0.264316,1,1,1,1
pdstl_wind,4.6091,0.112502,-0.222666,0.270729,1,1,1,1
pdstl_wind,4.7092,0.099135,-0.210305,0.275323,1,1,1,1
pdstl_wind,4.8097,0.114617,-0.176144,0.267556,1,1,1,1
pdstl_wind,4.9102,0.134665,-0.125257,0.261216,1,1,1,1
pdstl_wind,5.0113,0.153332,-0.05872,0.245983,1,1,1,1
pdstl_wind,5.1115,0.16493,0.022047,0.243878,1,1,1,1
pdstl_wind,5.2117,0.150467,0.078286,0.225308,1,1,1,1
pdstl_wind,5.3119,0.133353,0.121244,0.212671,1,1,1,1
pdstl_wind,5.4121,0.115015,0.154647,0.207154,1,1,1,1
pdstl_wind,5.5123,0.103744,0.146214,0.147107,1,1,1,1
pdstl_wind,5.6124,0.109083,0.174866,0.128966,1,1,1,1
pdstl_wind,5.7129,0.131707,0.214984,0.118813,1,1,1,1
pdstl_wind,5.813,0.166219,0.264071,0.121323,1,1,1,1
pdstl_wind,5.9132,0.210895,0.314616,0.121875,1,1,1,1
pdstl_wind,6.0134,0.249915,0.366305,0.138885,1,1,1,1
pdstl_wind,6.1138,0.282857,0.422325,0.16855,1,1,1,1
pdstl_wind,6.2139,0.325349,0.497657,0.204324,1,1,1,1
pdstl_wind,6.314,0.353191,0.5377,0.214469,1,1,1,1
pdstl_wind,6.4142,0.37997,0.568875,0.215692,1,1,1,1
pdstl_wind,6.5144,0.413972,0.586081,0.202296,1,1,1,1
pdstl_wind,6.6146,0.43345,0.602221,0.198082,1,1,1,1
pdstl_wind,6.7149,0.458086,0.608312,0.196841,1,1,1,1
pdstl_wind,6.8149,0.475153,0.617364,0.21779,1,1,1,1
pdstl_wind,6.9151,0.489769,0.633544,0.268692,1,1,1,1
pdstl_wind,7.0153,0.490159,0.649813,0.336483,1,1,1,1
pdstl_wind,7.1155,0.494398,0.667078,0.41979,1,1,1,1
pdstl_wind,7.2157,0.492511,0.679247,0.503533,1,1,1,1
pdstl_wind,7.3158,0.489571,0.684424,0.576825,1,1,1,1
pdstl_wind,7.4159,0.493952,0.687786,0.640795,1,1,1,1
