condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
pdstl_nominal,0.0014,0.034798,-1.512538,0.222499,1,1,1,1
pdstl_nominal,0.1016,0.031612,-1.511801,0.223041,1,1,1,1
pdstl_nominal,0.2017,0.013267,-1.510685,0.226779,1,1,1,1
pdstl_nominal,0.3023,0.025762,-1.507122,0.229365,1,1,1,1
pdstl_nominal,0.4025,0.015319,-1.501646,0.232641,1,1,1,1
pdstl_nominal,0.5026,0.013253,-1.495689,0.236318,1,1,1,1
pdstl_nominal,0.6027,0.011442,-1.485448,0.238608,1,1,1,1
pdstl_nominal,0.7029,-0.010194,-1.467176,0.23904,1,1,1,1
pdstl_nominal,0.8031,-0.033126,-1.435432,0.23532,1,1,1,1
pdstl_nominal,0.9032,-0.084992,-1.397782,0.230831,1,1,1,1
pdstl_nominal,1.0034,-0.121978,-1.359183,0.227733,1,1,1,1
pdstl_nominal,1.1035,-0.159402,-1.32705,0.228366,1,1,1,1
pdstl_nominal,1.2036,-0.183568,-1.31076,0.236935,1,1,1,1
pdstl_nominal,1.3038,-0.203133,-1.304679,0.24867,1,1,1,1
pdstl_nominal,1.4041,-0.202799,-1.295624,0.255531,1,1,1,1
pdstl_nominal,1.5043,-0.21321,-1.274495,0.259148,1,1,1,1
pdstl_nominal,1.6044,-0.237217,-1.238762,0.256667,1,1,1,1
pdstl_nominal,1.7046,-0.244006,-1.19118,0.249176,1,1,1,1
pdstl_nominal,1.8048,-0.262767,-1.14211,0.243855,1,1,1,1
pdstl_nominal,1.905,-0.300014,-1.083145,0.23156,1,1,1,1
pdstl_nominal,2.0052,-0.32729,-1.028206,0.228618,1,1,1,1
pdstl_nominal,2.1054,-0.349179,-0.980509,0.223382,1,1,1,1
pdstl_nominal,2.2056,-0.372015,-0.934851,0.225444,1,1,1,1
pdstl_nominal,2.3057,-0.388967,-0.892276,0.223643,1,1,1,1
pdstl_nominal,2.4058,-0.398411,-0.865822,0.23201,1,1,1,1
pdstl_nominal,2.5061,-0.405437,-0.843433,0.239482,1,1,1,1
pdstl_nominal,2.6066,-0.406847,-0.8162,0.240967,1,1,1,1
pdstl_nominal,2.7068,-0.406752,-0.781406,0.241317,1,1,1,1
pdstl_nominal,2.807,-0.412438,-0.738819,0.242139,1,1,1,1
pdstl_nominal,2.907,-0.409261,-0.689422,0.244456,1,1,1,1
pdstl_nominal,3.0073,-0.409067,-0.639438,0.243931,1,1,1,1
pdstl_nominal,3.1074,-0.401171,-0.589056,0.24096,1,1,1,1
pdstl_nominal,3.2075,-0.383811,-0.540203,0.238315,1,1,1,1
pdstl_nominal,3.3076,-0.351263,-0.4945,0.234636,1,1,1,1
pdstl_nominal,3.4078,-0.314538,-0.454102,0.231801,1,1,1,1
pdstl_nominal,3.5079,-0.273202,-0.423543,0.229429,1,1,1,1
pdstl_nominal,3.6081,-0.24099,-0.402594,0.227507,1,1,1,1
pdstl_nominal,3.7082,-0.217591,-0.386431,0.226034,1,1,1,1
pdstl_nominal,3.8083,-0.196416,-0.369582,0.22548,1,1,1,1
pdstl_nominal,3.9083,-0.172876,-0.346998,0.227431,1,1,1,1
pdstl_nominal,4.0084,-0.147701,-0.307075,0.218872,1,1,1,1
pdstl_nominal,4.1085,-0.116202,-0.266737,0.213767,1,1,1,1
pdstl_nominal,4.2086,-0.080883,-0.217418,0.220085,1,1,1,1
pdstl_nominal,4.3088,-0.048014,-0.179818,0.223246,1,1,1,1
pdstl_nominal,4.4089,-0.019725,-0.15118,0.224709,1,1,1,1
pdstl_nominal,4.5091,0.005137,-0.130247,0.223648,1,1,1,1
pdstl_nominal,4.6091,0.032004,-0.109403,0.222414,1,1,1,1
pdstl_nominal,4.7092,0.063855,-0.085967,0.22473,1,1,1,1
pdstl_nominal,4.8093,0.099844,-0.058405,0.231441,1,1,1,1
pdstl_nominal,4.9094,0.137686,-0.026428,0.239895,1,1,1,1
pdstl_nominal,5.0096,0.174456,-0.026023,0.210078,1,1,1,1
pdstl_nominal,5.1098,0.202949,-0.006144,0.205344,1,1,1,1
pdstl_nominal,5.2099,0.22677,0.02067,0.203938,1,1,1,1
pdstl_nominal,5.3101,0.245543,0.056497,0.206423,1,1,1,1
pdstl_nominal,5.4102,0.265129,0.102108,0.212133,1,1,1,1
pdstl_nominal,5.5103,0.288517,0.167662,0.211872,1,1,1,1
pdstl_nominal,5.6103,0.314326,0.231716,0.214648,1,1,1,1
pdstl_nominal,5.7115,0.347125,0.291274,0.220142,1,1,1,1
pdstl_nominal,5.8116,0.377777,0.336275,0.223544,1,1,1,1
pdstl_nominal,5.9117,0.407524,0.364092,0.223539,1,1,1,1
pdstl_nominal,6.0122,0.429546,0.382966,0.225507,1,1,1,1
pdstl_nominal,6.1126,0.449667,0.401046,0.220731,1,1,1,1
pdstl_nominal,6.2126,0.472872,0.427528,0.211099,1,1,1,1
pdstl_nominal,6.3127,0.488795,0.475916,0.201062,1,1,1,1
pdstl_nominal,6.4128,0.502283,0.532655,0.199609,1,1,1,1
pdstl_nominal,6.5129,0.511407,0.587766,0.204686,1,1,1,1
pdstl_nominal,6.6129,0.520421,0.63352,0.214636,1,1,1,1
pdstl_nominal,6.713,0.540193,0.665751,0.231761,1,1,1,1
pdstl_nominal,6.813,0.528172,0.66081,0.260219,1,1,1,1
pdstl_nominal,6.9131,0.518174,0.653536,0.304707,1,1,1,1
pdstl_nominal,7.0132,0.506305,0.642281,0.368782,1,1,1,1
pdstl_nominal,7.1133,0.499918,0.636017,0.446574,1,1,1,1
pdstl_nominal,7.2134,0.52131,0.613744,0.485205,1,1,1,1
pdstl_nominal,7.3135,0.523527,0.620888,0.543561,1,1,1,1
pdstl_nominal,7.4136,0.531127,0.645653,0.593339,1,1,1,1
pdstl_nominal,7.5138,0.531805,0.674011,0.639525,1,1,1,1
pdstl_nominal,7.6139,0.532956,0.699715,0.675009,1,1,1,1
pdstl_nominal,7.714,0.512632,0.70961,0.694299,1,1,1,1
pdstl_nominal,7.8141,0.504816,0.706893,0.704198,1,1,1,1
pdstl_nominal,7.9142,0.499985,0.695285,0.708048,1,1,1,1
pdstl_nominal,8.0143,0.509591,0.668867,0.697204,1,1,1,1
pdstl_nominal,8.1145,0.526,0.644709,0.687079,1,1,1,1
pdstl_nominal,8.2146,0.5401,0.63081,0.681921,1,1,1,1
pdstl_nominal,8.3147,0.567081,0.631449,0.681881,1,1,1,1
pdstl_nominal,8.4148,0.581257,0.649888,0.697268,1,1,1,1
pdstl_nominal,8.515,0.596251,0.657611,0.695635,1,1,1,1
pdstl_nominal,8.6152,0.589247,0.669173,0.701568,1,1,1,1
pdstl_nominal,8.7153,0.579192,0.677405,0.708216,1,1,1,1
pdstl_nominal,8.8154,0.54943,0.678753,0.713075,1,1,1,1
pdstl_nominal,8.9154,0.515428,0.672207,0.713877,1,1,1,1
pdstl_nominal,9.0156,0.502096,0.659454,0.710056,1,1,1,1
pdstl_nominal,9.1157,0.500015,0.641334,0.702712,1,1,1,1
pdstl_nominal,9.2159,0.504583,0.62248,0.696488,1,1,1,1
pdstl_nominal,9.3159,0.520518,0.605132,0.690108,1,1,1,1
pdstl_nominal,9.416,0.531371,0.589138,0.689383,1,1,1,1
pdstl_nominal,9.5162,0.536016,0.577231,0.699753,1,1,1,1
pdstl_nominal,9.6163,0.539455,0.542588,0.689239,1,1,1,1
pdstl_nominal,9.7164,0.527115,0.508348,0.68893,1,1,1,1
pdstl_nominal,9.8164,0.512861,0.466793,0.690493,1,1,1,1
