condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
deterministic_wind,0.0002,0.023565,-1.519282,0.226108,1,1,1,1
deterministic_wind,0.1007,0.003094,-1.511836,0.224821,1,1,1,1
deterministic_wind,0.2008,-0.005111,-1.505351,0.226288,1,1,1,1
deterministic_wind,0.3009,-0.011036,-1.500828,0.230169,1,1,1,1
deterministic_wind,0.401,0.02528,-1.498388,0.238323,1,1,1,1
deterministic_wind,0.5014,0.032985,-1.497186,0.248001,1,1,1,1
deterministic_wind,0.6015,0.001407,-1.492221,0.255306,1,1,1,1
deterministic_wind,0.7017,-0.014426,-1.469172,0.259007,1,1,1,1
deterministic_wind,0.8018,-0.051838,-1.435696,0.252969,1,1,1,1
deterministic_wind,0.9019,-0.099922,-1.394085,0.245028,1,1,1,1
deterministic_wind,1.0021,-0.145837,-1.352876,0.239852,1,1,1,1
deterministic_wind,1.1022,-0.184466,-1.318765,0.238034,1,1,1,1
deterministic_wind,1.2023,-0.208614,-1.292333,0.234284,1,1,1,1
deterministic_wind,1.3025,-0.217289,-1.292637,0.247936,1,1,1,1
deterministic_wind,1.4027,-0.213915,-1.284819,0.252653,1,1,1,1
deterministic_wind,1.5028,-0.240994,-1.269493,0.260945,1,1,1,1
deterministic_wind,1.603,-0.25168,-1.235649,0.260552,1,1,1,1
deterministic_wind,1.7032,-0.283271,-1.191448,0.25663,1,1,1,1
deterministic_wind,1.8033,-0.334583,-1.138361,0.249492,1,1,1,1
deterministic_wind,1.9033,-0.360185,-1.086504,0.240644,1,1,1,1
deterministic_wind,2.0034,-0.389842,-1.036795,0.233867,1,1,1,1
deterministic_wind,2.1035,-0.414885,-0.989067,0.233157,1,1,1,1
deterministic_wind,2.2036,-0.43014,-0.94301,0.238321,1,1,1,1
deterministic_wind,2.3038,-0.440581,-0.89583,0.243444,1,1,1,1
deterministic_wind,2.4039,-0.443193,-0.858113,0.247524,1,1,1,1
deterministic_wind,2.504,-0.437878,-0.817201,0.247393,1,1,1,1
deterministic_wind,2.6041,-0.437448,-0.784003,0.244429,1,1,1,1
deterministic_wind,2.7042,-0.434642,-0.742514,0.240872,1,1,1,1
deterministic_wind,2.8043,-0.432259,-0.697152,0.237149,1,1,1,1
deterministic_wind,2.9044,-0.429251,-0.648647,0.233156,1,1,1,1
deterministic_wind,3.0045,-0.424371,-0.599458,0.229666,1,1,1,1
deterministic_wind,3.1045,-0.41183,-0.564178,0.229899,1,1,1,1
deterministic_wind,3.2047,-0.385118,-0.544163,0.238472,1,1,1,1
deterministic_wind,3.3048,-0.351504,-0.528341,0.247902,1,1,1,1
deterministic_wind,3.4048,-0.316326,-0.50687,0.25358,1,1,1,1
