condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
deterministic_wind,0.001,0.039969,-1.484926,0.218675,1,1,1,1
deterministic_wind,0.1011,0.041342,-1.485571,0.22209,1,1,1,1
deterministic_wind,0.2013,0.047018,-1.490597,0.226181,1,1,1,1
deterministic_wind,0.3014,0.038825,-1.500081,0.232786,1,1,1,1
deterministic_wind,0.4016,0.043708,-1.507973,0.239867,1,1,1,1
deterministic_wind,0.5017,0.053119,-1.510973,0.246588,1,1,1,1
deterministic_wind,0.6019,0.044858,-1.504629,0.250265,1,1,1,1
deterministic_wind,0.702,0.022753,-1.489327,0.249517,1,1,1,1
deterministic_wind,0.8022,0.001736,-1.452665,0.251644,1,1,1,1
deterministic_wind,0.9023,-0.040923,-1.411073,0.248011,1,1,1,1
deterministic_wind,1.0026,-0.100764,-1.362343,0.239758,1,1,1,1
deterministic_wind,1.1027,-0.129696,-1.322232,0.22941,1,1,1,1
deterministic_wind,1.2029,-0.162494,-1.293896,0.226138,1,1,1,1
deterministic_wind,1.303,-0.190574,-1.277331,0.230103,1,1,1,1
deterministic_wind,1.4032,-0.195711,-1.263669,0.232675,1,1,1,1
deterministic_wind,1.5033,-0.224902,-1.246505,0.240536,1,1,1,1
deterministic_wind,1.6033,-0.237349,-1.218126,0.247338,1,1,1,1
deterministic_wind,1.7034,-0.259854,-1.180971,0.249548,1,1,1,1
deterministic_wind,1.8035,-0.301401,-1.138361,0.248022,1,1,1,1
deterministic_wind,1.9036,-0.335576,-1.096145,0.245529,1,1,1,1
deterministic_wind,2.0038,-0.363375,-1.059219,0.24129,1,1,1,1
deterministic_wind,2.1039,-0.392554,-1.01629,0.237829,1,1,1,1
deterministic_wind,2.204,-0.415177,-0.969424,0.235985,1,1,1,1
deterministic_wind,2.3042,-0.437624,-0.923603,0.235417,1,1,1,1
deterministic_wind,2.4044,-0.448736,-0.89097,0.245125,1,1,1,1
deterministic_wind,2.5045,-0.44926,-0.866249,0.243071,1,1,1,1
deterministic_wind,2.6047,-0.449227,-0.84132,0.242142,1,1,1,1
deterministic_wind,2.7048,-0.442684,-0.808287,0.238024,1,1,1,1
deterministic_wind,2.8049,-0.429894,-0.761623,0.235135,1,1,1,1
deterministic_wind,2.905,-0.412699,-0.698182,0.229779,1,1,1,1
deterministic_wind,3.0051,-0.406283,-0.629465,0.22335,1,1,1,1
