condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
pdstl,0.0006,0.033318,-1.904833,0.617437,1,1,1,1
pdstl,0.1008,0.033392,-1.905179,0.618328,1,1,1,1
pdstl,0.201,0.033493,-1.904778,0.619608,1,1,1,1
pdstl,0.3012,0.034387,-1.904532,0.620427,1,1,1,1
pdstl,0.4021,0.035492,-1.902196,0.618079,1,1,1,1
pdstl,0.5022,0.011741,-1.533091,0.049415,1,1,1,1
pdstl,0.6023,0.010822,-1.510106,0.027264,1,1,1,1
pdstl,0.7025,0.016618,-1.557835,0.048622,1,1,1,1
pdstl,0.8027,0.009405,-1.633366,0.112544,1,1,1,1
pdstl,0.9029,0.020744,-1.72034,0.219771,1,1,1,1
pdstl,1.0031,0.028026,-1.802072,0.323376,1,1,1,1
pdstl,1.1032,0.037434,-1.850475,0.406212,1,1,1,1
pdstl,1.2034,0.055713,-1.880399,0.465005,1,1,1,1
pdstl,1.3035,0.062024,-1.886551,0.498935,1,1,1,1
pdstl,1.4036,0.062556,-1.86934,0.491983,1,1,1,1
pdstl,1.5038,0.058482,-1.801887,0.404481,1,1,1,1
pdstl,1.6039,0.055924,-1.736479,0.327663,1,1,1,1
pdstl,1.704,0.032314,-1.658362,0.236084,1,1,1,1
pdstl,1.8041,0.034627,-1.619203,0.197129,1,1,1,1
pdstl,1.9042,0.036068,-1.622475,0.207413,1,1,1,1
pdstl,2.0043,0.057817,-1.665925,0.251076,1,1,1,1
pdstl,2.1048,0.066052,-1.70261,0.286444,1,1,1,1
pdstl,2.205,0.060436,-1.74453,0.346043,1,1,1,1
pdstl,2.3054,0.056971,-1.755849,0.374211,1,1,1,1
pdstl,2.4056,0.050555,-1.739512,0.365594,1,1,1,1
pdstl,2.5057,0.04395,-1.697652,0.326005,1,1,1,1
pdstl,2.6058,0.024665,-1.649546,0.281289,1,1,1,1
pdstl,2.7059,0.042709,-1.580612,0.231187,1,1,1,1
pdstl,2.806,0.036554,-1.527056,0.198199,1,1,1,1
pdstl,2.9061,0.036043,-1.497152,0.183519,1,1,1,1
pdstl,3.0062,0.035172,-1.504424,0.192879,1,1,1,1
pdstl,3.1063,0.023915,-1.523721,0.210235,1,1,1,1
pdstl,3.2065,0.009356,-1.542849,0.227193,1,1,1,1
pdstl,3.3067,0.022754,-1.569317,0.240442,1,1,1,1
pdstl,3.4068,0.014164,-1.578786,0.250171,1,1,1,1
pdstl,3.5068,-0.006593,-1.570042,0.24591,1,1,1,1
pdstl,3.6069,-0.022566,-1.54784,0.235521,1,1,1,1
pdstl,3.7071,-0.06083,-1.517263,0.218307,1,1,1,1
pdstl,3.8072,-0.113503,-1.485793,0.202608,1,1,1,1
pdstl,3.9073,-0.148222,-1.460419,0.192288,1,1,1,1
pdstl,4.0074,-0.206282,-1.444809,0.189369,1,1,1,1
pdstl,4.1076,-0.234465,-1.437819,0.186891,1,1,1,1
pdstl,4.2077,-0.258765,-1.44914,0.207016,1,1,1,1
pdstl,4.3079,-0.26816,-1.457271,0.222765,1,1,1,1
pdstl,4.408,-0.281109,-1.455972,0.234059,1,1,1,1
pdstl,4.5081,-0.304211,-1.440475,0.238446,1,1,1,1
