condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
pdstl,3.0283,0.0,-1.5,0.2,1,1,1,1
pdstl,3.7565,-0.295682,-1.394294,0.2,1,1,1,1
pdstl,4.5845,-0.56871,-1.153763,0.2,1,1,1,1
pdstl,5.2243,-0.676338,-0.906417,0.2,1,1,1,1
pdstl,5.9487,-0.479454,-0.664243,0.2,1,1,1,1
pdstl,6.8215,-0.193919,-0.404207,0.2,1,1,1,1
pdstl,7.7791,0.109171,-0.101063,0.2,1,1,1,1
pdstl,8.502,0.18886,0.1999,0.2,1,1,1,1
pdstl,9.328,0.421434,0.478448,0.2,1,1,1,1
pdstl,9.5212,0.410993,0.52371,0.2,1,1,1,1
pdstl,10.111,0.20347,0.394247,0.2,1,1,1,1
