condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
pdstl_nominal,0.0029,0.0,-1.5,0.2,1,1,1,1
pdstl_nominal,0.7511,-0.216549,-1.259833,0.2,1,1,1,1
pdstl_nominal,1.4257,-0.379066,-1.023143,0.2,1,1,1,1
pdstl_nominal,2.0,-0.446258,-0.795889,0.2,1,1,1,1
pdstl_nominal,2.5384,-0.395331,-0.583166,0.2,1,1,1,1
pdstl_nominal,3.1507,-0.233426,-0.385135,0.2,1,1,1,1
pdstl_nominal,3.8762,0.002609,-0.180403,0.2,1,1,1,1
pdstl_nominal,4.704,0.244408,0.091364,0.2,1,1,1,1
pdstl_nominal,5.4383,0.389425,0.37331,0.2,1,1,1,1
pdstl_nominal,6.1266,0.489,0.65,0.2,1,1,1,1
