condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
deterministic_wind,0.0006,0.009525,-1.491791,0.220652,1,1,1,1
deterministic_wind,0.1009,0.022874,-1.490403,0.22288,1,1,1,1
deterministic_wind,0.201,0.034762,-1.491616,0.224931,1,1,1,1
deterministic_wind,0.3011,0.035027,-1.493296,0.227689,1,1,1,1
deterministic_wind,0.4013,0.055464,-1.493588,0.232366,1,1,1,1
deterministic_wind,0.5014,0.060464,-1.491848,0.237264,1,1,1,1
deterministic_wind,0.6015,0.071389,-1.482852,0.242392,1,1,1,1
deterministic_wind,0.7015,0.055985,-1.452428,0.244361,1,1,1,1
deterministic_wind,0.8016,0.035466,-1.4369,0.241044,1,1,1,1
deterministic_wind,0.9019,-0.010309,-1.40137,0.233477,1,1,1,1
deterministic_wind,1.002,-0.068139,-1.363078,0.226784,1,1,1,1
deterministic_wind,1.1021,-0.132488,-1.31602,0.217143,1,1,1,1
deterministic_wind,1.2025,-0.1629,-1.295356,0.216767,1,1,1,1
deterministic_wind,1.3026,-0.18383,-1.281386,0.2213,1,1,1,1
deterministic_wind,1.4027,-0.191053,-1.266352,0.224852,1,1,1,1
deterministic_wind,1.5029,-0.219729,-1.254678,0.241815,1,1,1,1
deterministic_wind,1.6029,-0.247967,-1.231172,0.252566,1,1,1,1
deterministic_wind,1.7031,-0.26617,-1.193056,0.252666,1,1,1,1
deterministic_wind,1.8033,-0.301017,-1.153713,0.249238,1,1,1,1
deterministic_wind,1.9035,-0.33912,-1.111356,0.242191,1,1,1,1
deterministic_wind,2.0038,-0.37309,-1.066862,0.236854,1,1,1,1
deterministic_wind,2.1039,-0.397796,-1.018947,0.234849,1,1,1,1
deterministic_wind,2.2039,-0.408991,-0.992795,0.233376,1,1,1,1
deterministic_wind,2.3041,-0.43598,-0.914979,0.234276,1,1,1,1
deterministic_wind,2.4043,-0.441214,-0.872241,0.235204,1,1,1,1
deterministic_wind,2.5045,-0.442214,-0.839337,0.235049,1,1,1,1
deterministic_wind,2.6049,-0.442998,-0.811894,0.234316,1,1,1,1
deterministic_wind,2.705,-0.441867,-0.782492,0.23372,1,1,1,1
deterministic_wind,2.8053,-0.442496,-0.742958,0.236038,1,1,1,1
deterministic_wind,2.9055,-0.44061,-0.687129,0.231011,1,1,1,1
deterministic_wind,3.0057,-0.433323,-0.628755,0.223823,1,1,1,1
deterministic_wind,3.1058,-0.422983,-0.57904,0.218415,1,1,1,1
deterministic_wind,3.206,-0.392961,-0.534095,0.21145,1,1,1,1
deterministic_wind,3.3061,-0.350246,-0.497567,0.215581,1,1,1,1
deterministic_wind,3.4062,-0.311523,-0.463938,0.222958,1,1,1,1
deterministic_wind,3.5063,-0.279586,-0.433545,0.235073,1,1,1,1
deterministic_wind,3.6065,-0.257346,-0.400648,0.247485,1,1,1,1
deterministic_wind,3.707,-0.244805,-0.370437,0.262398,1,1,1,1
deterministic_wind,3.8071,-0.238875,-0.341077,0.279372,1,1,1,1
deterministic_wind,3.9072,-0.232307,-0.315904,0.29976,1,1,1,1
deterministic_wind,4.0072,-0.220886,-0.293319,0.318362,1,1,1,1
deterministic_wind,4.1073,-0.204223,-0.264113,0.332787,1,1,1,1
deterministic_wind,4.2074,0.217225,-0.247453,0.571261,1,1,1,1
deterministic_wind,4.3074,0.412226,-0.32985,0.504962,1,1,1,1
deterministic_wind,4.4075,0.540469,-0.265793,0.423354,1,1,1,1
deterministic_wind,4.5076,0.697835,-0.194418,0.27374,1,1,1,1
deterministic_wind,4.6077,0.518193,-0.521036,0.059913,1,1,1,1
deterministic_wind,4.7078,0.771419,0.122582,-0.930907,1,1,1,1
deterministic_wind,4.8079,1.081464,0.518818,-1.50025,1,1,1,1
deterministic_wind,4.908,-0.000258,0.000264,-0.000893,1,1,1,1
deterministic_wind,5.0081,0.014608,-0.007589,-0.102875,1,1,1,1
deterministic_wind,5.1081,1.019096,-0.074796,-0.975809,1,1,1,1
deterministic_wind,5.2084,1.189384,-0.04276,-1.466108,1,1,1,1
deterministic_wind,5.3091,1.412519,-0.024589,-2.156574,1,1,1,1
deterministic_wind,5.4094,1.681749,-0.026193,-3.025472,1,1,1,1
deterministic_wind,5.5097,-0.000965,0.000791,-0.047167,1,1,1,1
deterministic_wind,5.6098,-0.005728,0.004511,-0.282974,1,1,1,1
deterministic_wind,5.7099,-0.014389,0.011177,-0.716856,1,1,1,1
deterministic_wind,5.8101,-0.026964,0.021032,-1.348735,1,1,1,1
deterministic_wind,5.9102,-0.043137,0.033884,-2.178621,1,1,1,1
