condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
deterministic,0.001,0.046991,-1.565766,0.02735,1,1,1,1
deterministic,0.1011,0.043327,-1.565141,0.027363,1,1,1,1
deterministic,0.2012,0.048616,-1.565369,0.028086,1,1,1,1
deterministic,0.3013,0.045451,-1.563958,0.02849,1,1,1,1
deterministic,0.4014,0.041323,-1.561515,0.029491,1,1,1,1
deterministic,0.5014,0.046671,-1.56273,0.028109,1,1,1,1
deterministic,0.6015,0.051123,-1.562189,0.028231,1,1,1,1
deterministic,0.7016,0.043679,-1.560701,0.028371,1,1,1,1
deterministic,0.8016,0.043728,-1.559601,0.028073,1,1,1,1
deterministic,0.9017,0.046356,-1.561135,0.027451,1,1,1,1
deterministic,1.0018,0.044593,-1.563507,0.02807,1,1,1,1
deterministic,1.1018,0.044083,-1.563554,0.029358,1,1,1,1
deterministic,1.2019,0.033285,-1.56421,0.031031,1,1,1,1
deterministic,1.302,0.030161,-1.563424,0.028537,1,1,1,1
deterministic,1.4021,0.032349,-1.563079,0.02726,1,1,1,1
deterministic,1.5022,0.044492,-1.55813,0.028787,1,1,1,1
deterministic,1.6023,0.04307,-1.55719,0.028501,1,1,1,1
deterministic,1.7023,0.035803,-1.558361,0.029873,1,1,1,1
deterministic,1.8024,0.026324,-1.559168,0.031039,1,1,1,1
deterministic,1.9024,0.015507,-1.557922,0.031682,1,1,1,1
deterministic,2.0025,-0.011883,-1.553611,0.032231,1,1,1,1
deterministic,2.1026,-0.03446,-1.544616,0.034468,1,1,1,1
deterministic,2.2026,-0.043033,-1.529232,0.040751,1,1,1,1
deterministic,2.3028,-0.051436,-1.507112,0.048449,1,1,1,1
deterministic,2.4029,-0.038402,-1.488882,0.057748,1,1,1,1
deterministic,2.5029,-0.019659,-1.474373,0.06832,1,1,1,1
deterministic,2.603,0.003082,-1.467515,0.081758,1,1,1,1
deterministic,2.7031,0.017054,-1.468206,0.093639,1,1,1,1
deterministic,2.8032,0.01597,-1.467021,0.090838,1,1,1,1
deterministic,2.9032,0.018405,-1.474848,0.093983,1,1,1,1
deterministic,3.0033,0.024484,-1.486823,0.093662,1,1,1,1
deterministic,3.1034,0.020291,-1.494119,0.097276,1,1,1,1
deterministic,3.2034,0.013446,-1.495254,0.103804,1,1,1,1
deterministic,3.3035,0.009551,-1.494444,0.112277,1,1,1,1
deterministic,3.4036,0.010779,-1.488775,0.122483,1,1,1,1
deterministic,3.5037,0.010033,-1.482531,0.131302,1,1,1,1
deterministic,3.6037,0.000685,-1.474875,0.138487,1,1,1,1
deterministic,3.7038,-0.002792,-1.46147,0.144215,1,1,1,1
deterministic,3.8039,-0.040527,-1.435495,0.145786,1,1,1,1
deterministic,3.9039,-0.081072,-1.40258,0.146482,1,1,1,1
deterministic,4.004,-0.121213,-1.369569,0.148178,1,1,1,1
deterministic,4.1041,-0.158607,-1.335009,0.153001,1,1,1,1
deterministic,4.2041,-0.194707,-1.307367,0.162685,1,1,1,1
deterministic,4.3042,-0.205585,-1.287441,0.171724,1,1,1,1
deterministic,4.4043,-0.227752,-1.273223,0.188298,1,1,1,1
deterministic,4.5043,-0.229896,-1.253748,0.198423,1,1,1,1
deterministic,4.6044,-0.237118,-1.228745,0.203,1,1,1,1
deterministic,4.7045,-0.260567,-1.194167,0.208377,1,1,1,1
deterministic,4.8046,-0.300983,-1.147381,0.206886,1,1,1,1
deterministic,4.9046,-0.345751,-1.103707,0.209333,1,1,1,1
deterministic,5.0047,-0.367879,-1.067207,0.207628,1,1,1,1
deterministic,5.1048,-0.401868,-1.034783,0.213657,1,1,1,1
deterministic,5.2048,-0.426174,-1.002607,0.221334,1,1,1,1
deterministic,5.3049,-0.443306,-0.968058,0.227547,1,1,1,1
deterministic,5.405,-0.455819,-0.93126,0.231802,1,1,1,1
deterministic,5.505,-0.459876,-0.893962,0.234588,1,1,1,1
deterministic,5.6051,-0.463073,-0.856407,0.236353,1,1,1,1
deterministic,5.7052,-0.461688,-0.818809,0.237657,1,1,1,1
deterministic,5.8053,-0.456829,-0.776629,0.240181,1,1,1,1
deterministic,5.9053,-0.453917,-0.727642,0.241481,1,1,1,1
deterministic,6.0054,-0.444809,-0.674438,0.238906,1,1,1,1
deterministic,6.1055,-0.432302,-0.627313,0.236827,1,1,1,1
deterministic,6.2055,-0.416708,-0.585502,0.23624,1,1,1,1
deterministic,6.3056,-0.397007,-0.543317,0.236041,1,1,1,1
deterministic,6.4057,-0.369732,-0.499208,0.2355,1,1,1,1
deterministic,6.5057,-0.340045,-0.458341,0.23777,1,1,1,1
deterministic,6.6058,-0.296474,-0.420132,0.246136,1,1,1,1
deterministic,6.7059,-0.246365,-0.389352,0.256973,1,1,1,1
deterministic,6.806,-0.200121,-0.357712,0.269499,1,1,1,1
deterministic,6.906,-0.139241,-0.326775,0.272246,1,1,1,1
deterministic,7.0061,-0.079033,-0.295856,0.270083,1,1,1,1
deterministic,7.1061,-0.012978,-0.274803,0.256311,1,1,1,1
deterministic,7.2062,0.046561,-0.243663,0.252072,1,1,1,1
deterministic,7.3063,0.089695,-0.215488,0.252952,1,1,1,1
deterministic,7.4064,0.123026,-0.193516,0.251416,1,1,1,1
deterministic,7.5064,0.138497,-0.177237,0.252017,1,1,1,1
deterministic,7.6065,0.14204,-0.161983,0.255925,1,1,1,1
deterministic,7.7066,0.137244,-0.143631,0.255902,1,1,1,1
deterministic,7.8066,0.140119,-0.115274,0.268815,1,1,1,1
deterministic,7.9067,0.152124,-0.078189,0.291005,1,1,1,1
deterministic,8.0068,0.184385,-0.027486,0.320107,1,1,1,1
deterministic,8.1068,0.219258,0.025167,0.338043,1,1,1,1
deterministic,8.2069,0.246366,0.072965,0.335245,1,1,1,1
deterministic,8.3069,0.257231,0.113076,0.316833,1,1,1,1
deterministic,8.407,0.254719,0.140731,0.290873,1,1,1,1
deterministic,8.5071,0.200108,0.153175,0.273176,1,1,1,1
deterministic,8.6071,0.159787,0.128886,0.219376,1,1,1,1
deterministic,8.7072,0.132271,0.137284,0.202172,1,1,1,1
deterministic,8.8073,0.126073,0.164492,0.194988,1,1,1,1
deterministic,8.9074,0.124987,0.215049,0.19546,1,1,1,1
deterministic,9.0074,0.140555,0.261544,0.200024,1,1,1,1
deterministic,9.1075,0.167271,0.315917,0.208736,1,1,1,1
deterministic,9.2076,0.162327,0.359206,0.216007,1,1,1,1
deterministic,9.3076,0.162606,0.401431,0.21801,1,1,1,1
deterministic,9.4078,0.176643,0.447233,0.213726,1,1,1,1
deterministic,9.5078,0.185617,0.491998,0.207744,1,1,1,1
deterministic,9.6079,0.214795,0.533131,0.198362,1,1,1,1
deterministic,9.708,0.246512,0.570845,0.192413,1,1,1,1
deterministic,9.808,0.288093,0.603133,0.192001,1,1,1,1
deterministic,9.9081,0.304832,0.601851,0.216382,1,1,1,1
deterministic,10.0082,0.324484,0.610294,0.252866,1,1,1,1
deterministic,10.1084,0.346294,0.623749,0.348069,1,1,1,1
deterministic,10.2085,0.362979,0.637051,0.430367,1,1,1,1
deterministic,10.3086,0.387056,0.652774,0.511305,1,1,1,1
deterministic,10.4087,0.398785,0.662878,0.541987,1,1,1,1
deterministic,10.5088,0.428129,0.686597,0.610746,1,1,1,1
deterministic,10.6089,0.457536,0.703837,0.660403,1,1,1,1
deterministic,10.709,0.493222,0.713109,0.699066,1,1,1,1
deterministic,10.8091,0.508783,0.699128,0.696885,1,1,1,1
deterministic,10.9091,0.511921,0.681566,0.690581,1,1,1,1
deterministic,11.0092,0.50958,0.658808,0.678255,1,1,1,1
deterministic,11.1093,0.497726,0.645976,0.675285,1,1,1,1
deterministic,11.2093,0.486308,0.645295,0.683981,1,1,1,1
deterministic,11.3094,0.474292,0.644452,0.688953,1,1,1,1
deterministic,11.4094,0.469484,0.646528,0.694038,1,1,1,1
deterministic,11.5095,0.471308,0.650057,0.697899,1,1,1,1
deterministic,11.6096,0.477231,0.653097,0.699834,1,1,1,1
deterministic,11.7097,0.485029,0.654586,0.70025,1,1,1,1
deterministic,11.8097,0.492867,0.654599,0.700056,1,1,1,1
deterministic,11.9098,0.571292,0.809012,0.891811,1,1,1,1
deterministic,12.0099,0.599881,0.77099,0.844908,1,1,1,1
deterministic,12.1099,0.611266,0.754944,0.816484,1,1,1,1
deterministic,12.21,0.613253,0.73684,0.790097,1,1,1,1
deterministic,12.3101,0.607439,0.709149,0.766773,1,1,1,1
deterministic,12.4102,0.597284,0.676831,0.751408,1,1,1,1
deterministic,12.5103,0.588699,0.648308,0.746783,1,1,1,1
deterministic,12.6104,0.58239,0.628532,0.754918,1,1,1,1
deterministic,12.7106,0.582816,0.618895,0.776188,1,1,1,1
deterministic,12.8106,0.588165,0.6039,0.791718,1,1,1,1
deterministic,12.9107,0.597591,0.570527,0.798276,1,1,1,1
deterministic,13.0109,0.607037,0.512871,0.769012,1,1,1,1
deterministic,13.111,0.821261,-0.193382,0.004758,1,1,1,1
deterministic,13.2111,0.887655,-0.327476,0.060102,1,1,1,1
deterministic,13.3112,0.922513,-0.535728,0.087275,1,1,1,1
deterministic,13.4112,0.960344,-0.74714,0.07101,1,1,1,1
deterministic,13.5113,1.066124,-0.959032,0.034062,1,1,1,1
deterministic,13.6114,1.097214,-0.911559,0.193179,1,1,1,1
deterministic,13.7114,1.250702,-1.09166,0.08709,1,1,1,1
deterministic,13.8115,1.430527,-1.267389,-0.033011,1,1,1,1
deterministic,13.9116,1.628271,-1.425524,-0.156864,1,1,1,1
deterministic,14.0116,1.82972,-1.562971,-0.279574,1,1,1,1
