condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
deterministic,3.0288,-0.0,-1.5,0.2,1,1,1,1
deterministic,3.7403,-0.239857,-1.311111,0.2,1,1,1,1
deterministic,4.3648,-0.420912,-1.122222,0.2,1,1,1,1
deterministic,4.8736,-0.498782,-0.933333,0.2,1,1,1,1
deterministic,5.3623,-0.454376,-0.744444,0.2,1,1,1,1
deterministic,5.9525,-0.298579,-0.555556,0.2,1,1,1,1
deterministic,6.6464,-0.069587,-0.366667,0.2,1,1,1,1
deterministic,7.3672,0.176465,-0.177778,0.2,1,1,1,1
deterministic,8.0217,0.379257,0.011111,0.2,1,1,1,1
deterministic,8.559,0.489074,0.2,0.2,1,1,1,1
