condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
pdstl_wind,0.0004,0.018731,-1.520495,0.224986,1,1,1,1
pdstl_wind,0.1005,0.020881,-1.514598,0.221905,1,1,1,1
pdstl_wind,0.2008,0.022254,-1.511553,0.220566,1,1,1,1
pdstl_wind,0.301,0.028398,-1.511087,0.22154,1,1,1,1
pdstl_wind,0.4011,0.023855,-1.512289,0.225303,1,1,1,1
pdstl_wind,0.5014,0.022001,-1.511331,0.230331,1,1,1,1
pdstl_wind,0.6015,0.019499,-1.503511,0.23625,1,1,1,1
pdstl_wind,0.7017,-0.003104,-1.471963,0.241785,1,1,1,1
pdstl_wind,0.8019,-0.037953,-1.431661,0.235031,1,1,1,1
pdstl_wind,0.9023,-0.067851,-1.385276,0.227886,1,1,1,1
pdstl_wind,1.0024,-0.098558,-1.340362,0.22203,1,1,1,1
pdstl_wind,1.1026,-0.115881,-1.319349,0.21952,1,1,1,1
pdstl_wind,1.2028,-0.160949,-1.267706,0.21946,1,1,1,1
pdstl_wind,1.3031,-0.168075,-1.253671,0.21662,1,1,1,1
pdstl_wind,1.4033,-0.174683,-1.236322,0.215767,1,1,1,1
pdstl_wind,1.5035,-0.177532,-1.225952,0.215093,1,1,1,1
pdstl_wind,1.6036,-0.221383,-1.186293,0.227945,1,1,1,1
pdstl_wind,1.7037,-0.254791,-1.154083,0.235212,1,1,1,1
pdstl_wind,1.8038,-0.282964,-1.09875,0.239928,1,1,1,1
pdstl_wind,1.9039,-0.309922,-1.058139,0.243045,1,1,1,1
pdstl_wind,2.0041,-0.334742,-1.005029,0.248111,1,1,1,1
pdstl_wind,2.1042,-0.360044,-0.962275,0.250545,1,1,1,1
pdstl_wind,2.2043,-0.388713,-0.91645,0.252039,1,1,1,1
pdstl_wind,2.3044,-0.402277,-0.876207,0.246684,1,1,1,1
pdstl_wind,2.4046,-0.4079,-0.842135,0.240033,1,1,1,1
pdstl_wind,2.5047,-0.411039,-0.812143,0.234393,1,1,1,1
pdstl_wind,2.6048,-0.396998,-0.777637,0.225891,1,1,1,1
pdstl_wind,2.7049,-0.384995,-0.730385,0.217834,1,1,1,1
pdstl_wind,2.805,-0.37,-0.681364,0.207364,1,1,1,1
pdstl_wind,2.9053,-0.345992,-0.625665,0.21155,1,1,1,1
pdstl_wind,3.0054,-0.321299,-0.593882,0.220695,1,1,1,1
pdstl_wind,3.1054,-0.288816,-0.576022,0.236271,1,1,1,1
