condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
deterministic_wind,0.0005,0.037178,-1.511204,0.22165,1,1,1,1
deterministic_wind,0.1011,0.033591,-1.510459,0.222468,1,1,1,1
deterministic_wind,0.2017,0.017621,-1.509166,0.223158,1,1,1,1
deterministic_wind,0.3021,0.011019,-1.507526,0.225679,1,1,1,1
deterministic_wind,0.4025,0.016348,-1.50597,0.230659,1,1,1,1
deterministic_wind,0.5026,0.013737,-1.503253,0.236858,1,1,1,1
deterministic_wind,0.6028,-0.001391,-1.495483,0.240966,1,1,1,1
deterministic_wind,0.7029,-0.002347,-1.47761,0.244391,1,1,1,1
deterministic_wind,0.803,-0.03466,-1.44576,0.238721,1,1,1,1
deterministic_wind,0.9032,-0.06612,-1.40329,0.229482,1,1,1,1
deterministic_wind,1.0035,-0.117295,-1.357158,0.220874,1,1,1,1
deterministic_wind,1.1037,-0.136587,-1.319169,0.212783,1,1,1,1
deterministic_wind,1.2038,-0.158867,-1.29195,0.20831,1,1,1,1
deterministic_wind,1.304,-0.186132,-1.277336,0.214618,1,1,1,1
deterministic_wind,1.4041,-0.190566,-1.264449,0.218642,1,1,1,1
deterministic_wind,1.5042,-0.208757,-1.245858,0.228187,1,1,1,1
deterministic_wind,1.6044,-0.230623,-1.213836,0.233215,1,1,1,1
deterministic_wind,1.7047,-0.263926,-1.171737,0.235459,1,1,1,1
deterministic_wind,1.8048,-0.302062,-1.124486,0.235249,1,1,1,1
deterministic_wind,1.905,-0.335876,-1.078409,0.233231,1,1,1,1
deterministic_wind,2.0051,-0.361299,-1.032466,0.228006,1,1,1,1
deterministic_wind,2.1053,-0.391857,-0.990001,0.227834,1,1,1,1
deterministic_wind,2.2054,-0.404639,-0.948996,0.226273,1,1,1,1
deterministic_wind,2.3055,-0.415747,-0.910304,0.228533,1,1,1,1
deterministic_wind,2.4056,-0.430411,-0.875945,0.231918,1,1,1,1
deterministic_wind,2.5056,-0.438348,-0.844564,0.233665,1,1,1,1
deterministic_wind,2.6057,-0.440487,-0.808339,0.234867,1,1,1,1
deterministic_wind,2.7058,-0.44078,-0.767717,0.230843,1,1,1,1
deterministic_wind,2.8059,-0.436327,-0.718086,0.226954,1,1,1,1
deterministic_wind,2.9061,-0.430511,-0.668972,0.226993,1,1,1,1
deterministic_wind,3.0062,-0.414226,-0.621185,0.228514,1,1,1,1
deterministic_wind,3.1063,-0.389874,-0.577234,0.230349,1,1,1,1
deterministic_wind,3.2065,-0.363933,-0.542972,0.233473,1,1,1,1
deterministic_wind,3.3066,-0.337189,-0.513756,0.240963,1,1,1,1
deterministic_wind,3.407,-0.303331,-0.483294,0.250448,1,1,1,1
deterministic_wind,3.5071,-0.26183,-0.455777,0.262657,1,1,1,1
deterministic_wind,3.6073,-0.225345,-0.433967,0.284714,1,1,1,1
deterministic_wind,3.7074,-0.168437,-0.409246,0.300174,1,1,1,1
deterministic_wind,3.8075,-0.130467,-0.382746,0.309461,1,1,1,1
deterministic_wind,3.9076,-0.121723,-0.351685,0.308381,1,1,1,1
deterministic_wind,4.0077,-0.071601,-0.320063,0.303905,1,1,1,1
deterministic_wind,4.1078,-0.035598,-0.2826,0.302823,1,1,1,1
deterministic_wind,4.2079,0.00972,-0.241889,0.30056,1,1,1,1
deterministic_wind,4.308,0.039525,-0.205342,0.290064,1,1,1,1
deterministic_wind,4.4081,0.067751,-0.182345,0.266833,1,1,1,1
deterministic_wind,4.5082,0.060948,-0.166861,0.249446,1,1,1,1
