condition,t,x,y,z,outside_obs1,outside_obs2,outside_obs3,safe
deterministic,0.0003,0.028442,-1.509937,0.218251,1,1,1,1
deterministic,0.1004,0.035604,-1.509214,0.218571,1,1,1,1
deterministic,0.2005,0.036479,-1.5094,0.219253,1,1,1,1
deterministic,0.3006,0.037681,-1.512624,0.222676,1,1,1,1
deterministic,0.4008,0.023007,-1.514901,0.226573,1,1,1,1
deterministic,0.5009,0.019014,-1.515716,0.23214,1,1,1,1
deterministic,0.6009,0.019946,-1.507355,0.238819,1,1,1,1
deterministic,0.7013,0.014481,-1.48787,0.243281,1,1,1,1
deterministic,0.8014,-0.011564,-1.456893,0.245036,1,1,1,1
deterministic,0.9015,-0.043375,-1.420315,0.239471,1,1,1,1
deterministic,1.0016,-0.100992,-1.371362,0.223924,1,1,1,1
deterministic,1.1018,-0.13721,-1.322948,0.218245,1,1,1,1
deterministic,1.2018,-0.179569,-1.281666,0.215108,1,1,1,1
deterministic,1.3019,-0.19677,-1.254226,0.223186,1,1,1,1
deterministic,1.402,-0.220851,-1.242675,0.239581,1,1,1,1
deterministic,1.5021,-0.239558,-1.228607,0.251276,1,1,1,1
deterministic,1.6022,-0.252405,-1.209235,0.256643,1,1,1,1
deterministic,1.7023,-0.28391,-1.180118,0.257828,1,1,1,1
deterministic,1.8024,-0.317078,-1.143892,0.254349,1,1,1,1
deterministic,1.9025,-0.347292,-1.106376,0.249086,1,1,1,1
deterministic,2.0027,-0.381793,-1.064093,0.242852,1,1,1,1
deterministic,2.1029,-0.405043,-1.020071,0.238125,1,1,1,1
deterministic,2.203,-0.423355,-0.972914,0.232622,1,1,1,1
deterministic,2.3031,-0.438552,-0.925269,0.228519,1,1,1,1
deterministic,2.4032,-0.452083,-0.879981,0.225205,1,1,1,1
deterministic,2.5032,-0.46484,-0.847829,0.233558,1,1,1,1
deterministic,2.6033,-0.470275,-0.811887,0.235372,1,1,1,1
deterministic,2.7034,-0.469403,-0.774362,0.225564,1,1,1,1
deterministic,2.8034,-0.46948,-0.728016,0.218477,1,1,1,1
deterministic,2.9035,-0.461352,-0.677951,0.215058,1,1,1,1
deterministic,3.0036,-0.449911,-0.62605,0.213249,1,1,1,1
deterministic,3.1037,-0.43096,-0.585437,0.216314,1,1,1,1
deterministic,3.2037,-0.411096,-0.551236,0.219875,1,1,1,1
deterministic,3.3038,-0.381535,-0.522886,0.226759,1,1,1,1
deterministic,3.4039,-0.347977,-0.492146,0.232401,1,1,1,1
deterministic,3.5039,-0.315843,-0.453623,0.236187,1,1,1,1
deterministic,3.604,-0.281957,-0.413681,0.238964,1,1,1,1
deterministic,3.7041,-0.242832,-0.372517,0.249178,1,1,1,1
deterministic,3.8042,-0.207691,-0.337192,0.255846,1,1,1,1
deterministic,3.9042,-0.174589,-0.321686,0.271766,1,1,1,1
deterministic,4.0043,-0.14065,-0.311331,0.28549,1,1,1,1
deterministic,4.1044,-0.109067,-0.30266,0.295534,1,1,1,1
deterministic,4.2047,-0.07311,-0.284953,0.302368,1,1,1,1
deterministic,4.3048,-0.038372,-0.262237,0.304165,1,1,1,1
deterministic,4.4048,-0.007404,-0.233986,0.300098,1,1,1,1
deterministic,4.5049,0.031008,-0.20331,0.289588,1,1,1,1
deterministic,4.605,0.051736,-0.17529,0.278467,1,1,1,1
deterministic,4.705,0.064065,-0.154103,0.261412,1,1,1,1
deterministic,4.8051,0.070813,-0.124161,0.248161,1,1,1,1
deterministic,4.9052,0.08006,-0.083359,0.237266,1,1,1,1
